"id","espn_id","team_name","conference","division","feed","in_store","color","bundle_id","wiki","youtube"
"5047","239","Baylor","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=61dc9dbddffdc7193ce3fa8441418359&_render=rss","TRUE","006600","com.reflect7.BaylorFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Baylor""Bears%2B2011+-Football&aq=f"
"5048","38","Colorado","Pacific-12","","http://pipes.yahoo.com/pipes/pipe.run?_id=4321388cde06b33131779bc02b19f6a1&_render=rss","TRUE","9B9139","com.reflect7.ColoradoFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Colorado""Buffaloes%2B2011+-Football&aq=f"
"5050","2305","Kansas","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=be35cd4e5e423c3f0f16c3caf5ae9e50&_render=rss","TRUE","233288","com.reflect7.KansasFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Kansas""Jayhawks%2B2011+-Football&aq=f"
"5051","2306","Kansas State","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=9f7c19958edd871588c97148fe3d288b&_render=rss","TRUE","601070","com.reflect7.KansasStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Kansas State""Wildcats%2B2011+-Football&aq=f"
"5052","142","Missouri","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=9c66ffc7dccfdbb1e93c2fbc90f41981&_render=rss","TRUE","000000","com.reflect7.MissouriFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Missouri""Tigers%2B2011+-Football&aq=f"
"5053","158","Nebraska","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=017d03ba656d5c8f6808a67fe0ebcc54&_render=rss","TRUE","CD0205","com.reflect7.NebraskaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Nebraska""Huskers%2B2011+-Football&aq=f"
"5054","201","Oklahoma","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=9b6904d73348664dcc2316862a7609ad&_render=rss","TRUE","990000","com.reflect7.OklahomaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Oklahoma""Sooners%2B2011+-Football&aq=f"
"5055","197","Oklahoma State","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=09376bc3466987a5afde08523546e428&_render=rss","TRUE","E75301","com.reflect7.OklahomaStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Oklahoma State""Cowboys%2B2011+-Football&aq=f"
"5056","251","Texas","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=8a3d50b507ee0b435d69288161e2d0aa&_render=rss","TRUE","C16A03","com.reflect7.TexasFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Texas""Longhorns%2B2011+-Football&aq=f"
"5057","245","Texas A&M","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=2310e66380085397e06381b433123c4d&_render=rss",,"6F172F",,"http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Texas A&M""Aggies%2B2011+-Football&aq=f"
"5058","2641","Texas Tech","Big 12","","http://pipes.yahoo.com/pipes/pipe.run?_id=b07d44b3df02c0b1c3ada1e0acf0798f&_render=rss","TRUE","CC0000","com.reflect7.TexasTechFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Texas Tech""Red Raiders%2B2011+-Football&aq=f"
"5059","2132","Cincinnati","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=0613e35aff639d30d04e32649c2aa2c0&_render=rss","TRUE","D74610","com.reflect7.CincinnatiFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Cincinnati""Bearcats%2B2011+-Football&aq=f"
